ATTRIBUTES:

Attribute #1:
Attribute #2:Test
Attribute #3:dev1
Attribute #4:PASSED
SETUP:IV  12/06/2023  01:15:02
DATE:12/06/2023
TIME:01:15:02

CONDITIONS:

ID:	D	
UNIT:	SMU1	
MODE: STEP	
START:	0	
STOP:	5	
PNTS:	6	
STEP:	1

ID:	G	
UNIT:	SMU3	
MODE: SWEEP	
START:	-0.1	
STOP:	0.7	
PNTS:	81	
STEP:	0.01

ID:	S	
UNIT:	SMU4	
START:	0	
STOP:	1	
PNTS:	1	
	STEP:	0

DATA:  IV  12/06/2023  01:15:02

ID	ID2	ID3	ID4	ID5	ID6	VG
-8.12370000E-005	2.84100000E-003	9.15810000E-003	1.89350000E-002	3.29000000E-002	6.25760000E-002	1.00000000E-001
-8.74140000E-005	2.80200000E-003	9.08760000E-003	1.88300000E-002	3.27510000E-002	6.23550000E-002	1.10000000E-001
-9.41310000E-005	2.76350000E-003	9.01890000E-003	1.87200000E-002	3.25950000E-002	6.21210000E-002	1.20000000E-001
-1.00120000E-004	2.72660000E-003	8.95020000E-003	1.86150000E-002	3.24400000E-002	6.18950000E-002	1.30000000E-001
-1.06100000E-004	2.68900000E-003	8.88010000E-003	1.85100000E-002	3.22900000E-002	6.16760000E-002	1.40000000E-001
-1.12350000E-004	2.65410000E-003	8.81290000E-003	1.84050000E-002	3.21410000E-002	6.14450000E-002	1.50000000E-001
-1.17900000E-004	2.61950000E-003	8.74760000E-003	1.83000000E-002	3.19900000E-002	6.12160000E-002	1.60000000E-001
-1.23350000E-004	2.58600000E-003	8.68320000E-003	1.82050000E-002	3.18510000E-002	6.09950000E-002	1.70000000E-001
-1.29000000E-004	2.55200000E-003	8.61840000E-003	1.81000000E-002	3.17000000E-002	6.07760000E-002	1.80000000E-001
-1.34100000E-004	2.52060000E-003	8.55350000E-003	1.80010000E-002	3.15550000E-002	6.05660000E-002	1.90000000E-001
-1.39900000E-004	2.48850000E-003	8.48960000E-003	1.79000000E-002	3.14160000E-002	6.03410000E-002	2.00000000E-001
-1.44850000E-004	2.45910000E-003	8.42760000E-003	1.78050000E-002	3.12750000E-002	6.01310000E-002	2.10000000E-001
-1.50200000E-004	2.42950000E-003	8.36420000E-003	1.77000000E-002	3.11250000E-002	5.99060000E-002	2.20000000E-001
-1.55250000E-004	2.40100000E-003	8.30460000E-003	1.76110000E-002	3.09950000E-002	5.96960000E-002	2.30000000E-001
-1.60350000E-004	2.37300000E-003	8.24500000E-003	1.75150000E-002	3.08500000E-002	5.94750000E-002	2.40000000E-001
-1.65650000E-004	2.34650000E-003	8.18630000E-003	1.74200000E-002	3.07050000E-002	5.92560000E-002	2.50000000E-001
-1.70750000E-004	2.32010000E-003	8.12860000E-003	1.73250000E-002	3.05650000E-002	5.90400000E-002	2.60000000E-001
-1.76150000E-004	2.29500000E-003	8.07050000E-003	1.72300000E-002	3.04250000E-002	5.88210000E-002	2.70000000E-001
-1.81300000E-004	2.27050000E-003	8.01470000E-003	1.71400000E-002	3.02950000E-002	5.86010000E-002	2.80000000E-001
-1.86400000E-004	2.24800000E-003	7.96180000E-003	1.70450000E-002	3.01600000E-002	5.83950000E-002	2.90000000E-001
-1.92000000E-004	2.22500000E-003	7.90550000E-003	1.69600000E-002	3.00250000E-002	5.81800000E-002	3.00000000E-001
-1.96900000E-004	2.20410000E-003	7.85300000E-003	1.68750000E-002	2.98950000E-002	5.79760000E-002	3.10000000E-001
-2.02650000E-004	2.18250000E-003	7.79960000E-003	1.67800000E-002	2.97600000E-002	5.77600000E-002	3.20000000E-001
-2.08150000E-004	2.16310000E-003	7.74860000E-003	1.66950000E-002	2.96250000E-002	5.75500000E-002	3.30000000E-001
-2.13850000E-004	2.14400000E-003	7.69710000E-003	1.66100000E-002	2.94950000E-002	5.73460000E-002	3.40000000E-001
-2.19750000E-004	2.12600000E-003	7.64610000E-003	1.65250000E-002	2.93700000E-002	5.71310000E-002	3.50000000E-001
-2.25250000E-004	2.10910000E-003	7.59860000E-003	1.64400000E-002	2.92450000E-002	5.69310000E-002	3.60000000E-001
-2.31650000E-004	2.09360000E-003	7.55050000E-003	1.63600000E-002	2.91160000E-002	5.67210000E-002	3.70000000E-001
-2.37650000E-004	2.07810000E-003	7.50350000E-003	1.62700000E-002	2.89850000E-002	5.65150000E-002	3.80000000E-001
-2.43950000E-004	2.06350000E-003	7.45700000E-003	1.61950000E-002	2.88600000E-002	5.63110000E-002	3.90000000E-001
-2.50760000E-004	2.05000000E-003	7.41100000E-003	1.61100000E-002	2.87400000E-002	5.60950000E-002	4.00000000E-001
-2.57000000E-004	2.03800000E-003	7.36710000E-003	1.60300000E-002	2.86150000E-002	5.58950000E-002	4.10000000E-001
-2.64200000E-004	2.02600000E-003	7.32350000E-003	1.59550000E-002	2.84950000E-002	5.57000000E-002	4.20000000E-001
-2.71200000E-004	2.01550000E-003	7.28010000E-003	1.58810000E-002	2.83760000E-002	5.55100000E-002	4.30000000E-001
-2.79050000E-004	2.00610000E-003	7.23810000E-003	1.58000000E-002	2.82600000E-002	5.53060000E-002	4.40000000E-001
-2.86550000E-004	1.99600000E-003	7.19670000E-003	1.57200000E-002	2.81400000E-002	5.50990000E-002	4.50000000E-001
-2.94700000E-004	1.98850000E-003	7.15660000E-003	1.56500000E-002	2.80150000E-002	5.48950000E-002	4.60000000E-001
-3.03400000E-004	1.98150000E-003	7.11660000E-003	1.55750000E-002	2.79000000E-002	5.47010000E-002	4.70000000E-001
-3.11850000E-004	1.97510000E-003	7.07820000E-003	1.55000000E-002	2.77810000E-002	5.44950000E-002	4.80000000E-001
-3.21050000E-004	1.97010000E-003	7.04050000E-003	1.54300000E-002	2.76650000E-002	5.43060000E-002	4.90000000E-001
-3.30700000E-004	1.96600000E-003	7.00450000E-003	1.53600000E-002	2.75550000E-002	5.41100000E-002	5.00000000E-001
-3.40850000E-004	1.96250000E-003	6.96900000E-003	1.52900000E-002	2.74450000E-002	5.39150000E-002	5.10000000E-001
-3.51150000E-004	1.96000000E-003	6.93200000E-003	1.52200000E-002	2.73300000E-002	5.37200000E-002	5.20000000E-001
-3.62050000E-004	1.95850000E-003	6.89960000E-003	1.51500000E-002	2.72150000E-002	5.35350000E-002	5.30000000E-001
-3.73800000E-004	1.95800000E-003	6.86550000E-003	1.50850000E-002	2.71010000E-002	5.33350000E-002	5.40000000E-001
-3.85510000E-004	1.95800000E-003	6.83400000E-003	1.50200000E-002	2.70000000E-002	5.31440000E-002	5.50000000E-001
-3.98460000E-004	1.95960000E-003	6.80260000E-003	1.49550000E-002	2.68850000E-002	5.29560000E-002	5.60000000E-001
-4.11450000E-004	1.96150000E-003	6.77160000E-003	1.48850000E-002	2.67800000E-002	5.27650000E-002	5.70000000E-001
-4.25610000E-004	1.96460000E-003	6.74200000E-003	1.48250000E-002	2.66700000E-002	5.25760000E-002	5.80000000E-001
-4.40150000E-004	1.96900000E-003	6.71360000E-003	1.47600000E-002	2.65660000E-002	5.23910000E-002	5.90000000E-001
-4.54950000E-004	1.97400000E-003	6.68550000E-003	1.47000000E-002	2.64610000E-002	5.22000000E-002	6.00000000E-001
-4.70760000E-004	1.98010000E-003	6.65900000E-003	1.46400000E-002	2.63610000E-002	5.20150000E-002	6.10000000E-001
-4.87550000E-004	1.98650000E-003	6.63210000E-003	1.45800000E-002	2.62600000E-002	5.18360000E-002	6.20000000E-001
-5.04760000E-004	1.99450000E-003	6.60750000E-003	1.45200000E-002	2.61600000E-002	5.16450000E-002	6.30000000E-001
-5.23420000E-004	2.00400000E-003	6.58200000E-003	1.44600000E-002	2.60600000E-002	5.14600000E-002	6.40000000E-001
-5.42100000E-004	2.01360000E-003	6.55870000E-003	1.44000000E-002	2.59600000E-002	5.12810000E-002	6.50000000E-001
-5.62100000E-004	2.02450000E-003	6.53550000E-003	1.43400000E-002	2.58600000E-002	5.10960000E-002	6.60000000E-001
-5.82960000E-004	2.03600000E-003	6.51360000E-003	1.42900000E-002	2.57650000E-002	5.09150000E-002	6.70000000E-001
-6.04750000E-004	2.04850000E-003	6.49400000E-003	1.42350000E-002	2.56700000E-002	5.07350000E-002	6.80000000E-001
-6.28350000E-004	2.06260000E-003	6.47350000E-003	1.41850000E-002	2.55760000E-002	5.05600000E-002	6.90000000E-001
-6.52190000E-004	2.07650000E-003	6.45450000E-003	1.41300000E-002	2.54800000E-002	5.03810000E-002	7.00000000E-001

TEST RESULTS:  IV  12/06/2023  01:15:02


