ATTRIBUTES:

Attribute #1:
Attribute #2:Test
Attribute #3:dev1
Attribute #4:PASSED
SETUP:IV  12/06/2023  01:07:32
DATE:12/06/2023
TIME:01:07:32

CONDITIONS:

ID:	D	
UNIT:	SMU1	
MODE: STEP	
START:	0	
STOP:	5	
PNTS:	6	
STEP:	1

ID:	G	
UNIT:	SMU3	
MODE: SWEEP	
START:	-0.1	
STOP:	0.7	
PNTS:	81	
STEP:	0.01

ID:	S	
UNIT:	SMU4	
START:	0	
STOP:	1	
PNTS:	1	
	STEP:	0

DATA:  IV  12/06/2023  01:07:32

ID	ID2	ID3	ID4	ID5	ID6	VG
-2.57890000E-006	2.29200000E-004	2.44450000E-004	2.51310000E-004	2.57600000E-004	2.83660000E-004	1.80000000E-001
-2.97300000E-006	2.45410000E-004	2.60460000E-004	2.67850000E-004	2.74350000E-004	3.01810000E-004	1.90000000E-001
-2.88900000E-006	2.62600000E-004	2.77910000E-004	2.85060000E-004	2.91560000E-004	3.17950000E-004	2.00000000E-001
-3.02640000E-006	2.80350000E-004	2.95760000E-004	3.03150000E-004	3.09960000E-004	3.35400000E-004	2.10000000E-001
-3.06890000E-006	2.99200000E-004	3.14650000E-004	3.22100000E-004	3.28900000E-004	3.52800000E-004	2.20000000E-001
-2.85100000E-006	3.18200000E-004	3.33700000E-004	3.41360000E-004	3.48200000E-004	3.74200000E-004	2.30000000E-001
-3.34500000E-006	3.38810000E-004	3.54200000E-004	3.61860000E-004	3.68910000E-004	3.94050000E-004	2.40000000E-001
-3.12250000E-006	3.59760000E-004	3.75600000E-004	3.83500000E-004	3.90460000E-004	4.17010000E-004	2.50000000E-001
-3.30640000E-006	3.82100000E-004	3.97910000E-004	4.05550000E-004	4.12850000E-004	4.38200000E-004	2.60000000E-001
-3.40400000E-006	4.04850000E-004	4.20810000E-004	4.29110000E-004	4.36350000E-004	4.62500000E-004	2.70000000E-001
-3.37700000E-006	4.28960000E-004	4.44860000E-004	4.52910000E-004	4.60250000E-004	4.87760000E-004	2.80000000E-001
-3.62140000E-006	4.53010000E-004	4.68910000E-004	4.77550000E-004	4.85050000E-004	5.10840000E-004	2.90000000E-001
-3.25500000E-006	4.78660000E-004	4.94810000E-004	5.03090000E-004	5.10510000E-004	5.37600000E-004	3.00000000E-001
-3.72540000E-006	5.05000000E-004	5.21150000E-004	5.29940000E-004	5.37690000E-004	5.62550000E-004	3.10000000E-001
-3.66440000E-006	5.32360000E-004	5.48600000E-004	5.57510000E-004	5.65410000E-004	5.88740000E-004	3.20000000E-001
-3.68900000E-006	5.60340000E-004	5.77000000E-004	5.85910000E-004	5.94050000E-004	6.16760000E-004	3.30000000E-001
-3.89740000E-006	5.89850000E-004	6.06060000E-004	6.15360000E-004	6.23460000E-004	6.46260000E-004	3.40000000E-001
-3.63650000E-006	6.19500000E-004	6.36100000E-004	6.45820000E-004	6.54010000E-004	6.77320000E-004	3.50000000E-001
-4.19310000E-006	6.50020000E-004	6.66470000E-004	6.75800000E-004	6.84410000E-004	7.07570000E-004	3.60000000E-001
-3.86990000E-006	6.81340000E-004	6.98210000E-004	7.08310000E-004	7.16810000E-004	7.41090000E-004	3.70000000E-001
-4.18540000E-006	7.14150000E-004	7.31200000E-004	7.40790000E-004	7.49800000E-004	7.74590000E-004	3.80000000E-001
-4.02050000E-006	7.47650000E-004	7.64820000E-004	7.74920000E-004	7.83950000E-004	8.08000000E-004	3.90000000E-001
-3.99190000E-006	7.82250000E-004	7.99570000E-004	8.09520000E-004	8.18910000E-004	8.42720000E-004	4.00000000E-001
-4.40750000E-006	8.17360000E-004	8.34610000E-004	8.45310000E-004	8.54850000E-004	8.78810000E-004	4.10000000E-001
-4.12510000E-006	8.52910000E-004	8.70610000E-004	8.81190000E-004	8.90850000E-004	9.14690000E-004	4.20000000E-001
-4.47940000E-006	8.89900000E-004	9.07900000E-004	9.18720000E-004	9.28700000E-004	9.53110000E-004	4.30000000E-001
-4.46340000E-006	9.28460000E-004	9.46190000E-004	9.57010000E-004	9.67200000E-004	9.89910000E-004	4.40000000E-001
-4.49990000E-006	9.66910000E-004	9.85440000E-004	9.96650000E-004	1.00700000E-003	1.03060000E-003	4.50000000E-001
-4.78090000E-006	1.00740000E-003	1.02550000E-003	1.03680000E-003	1.04740000E-003	1.07000000E-003	4.60000000E-001
-4.47590000E-006	1.04800000E-003	1.06550000E-003	1.07800000E-003	1.08850000E-003	1.11200000E-003	4.70000000E-001
-4.91200000E-006	1.08900000E-003	1.10800000E-003	1.11850000E-003	1.12950000E-003	1.15250000E-003	4.80000000E-001
-4.65340000E-006	1.13050000E-003	1.14900000E-003	1.16200000E-003	1.17300000E-003	1.19750000E-003	4.90000000E-001
-5.00490000E-006	1.17450000E-003	1.19400000E-003	1.20600000E-003	1.21750000E-003	1.24050000E-003	5.00000000E-001
-5.05800000E-006	1.21850000E-003	1.23850000E-003	1.25100000E-003	1.26250000E-003	1.28600000E-003	5.10000000E-001
-4.82010000E-006	1.26450000E-003	1.28400000E-003	1.29700000E-003	1.30900000E-003	1.33200000E-003	5.20000000E-001
-5.32300000E-006	1.31050000E-003	1.33050000E-003	1.34400000E-003	1.35650000E-003	1.38000000E-003	5.30000000E-001
-5.05590000E-006	1.35850000E-003	1.37850000E-003	1.39200000E-003	1.40450000E-003	1.42700000E-003	5.40000000E-001
-5.41840000E-006	1.40550000E-003	1.42600000E-003	1.44000000E-003	1.45300000E-003	1.47600000E-003	5.50000000E-001
-5.26900000E-006	1.45500000E-003	1.47600000E-003	1.49000000E-003	1.50250000E-003	1.52650000E-003	5.60000000E-001
-5.17350000E-006	1.50450000E-003	1.52600000E-003	1.54050000E-003	1.55400000E-003	1.57700000E-003	5.70000000E-001
-5.64100000E-006	1.55600000E-003	1.57750000E-003	1.59200000E-003	1.60600000E-003	1.62950000E-003	5.80000000E-001
-5.31300000E-006	1.60800000E-003	1.63000000E-003	1.64500000E-003	1.65900000E-003	1.68250000E-003	5.90000000E-001
-5.59400000E-006	1.66100000E-003	1.68350000E-003	1.69850000E-003	1.71250000E-003	1.73650000E-003	6.00000000E-001
-5.77490000E-006	1.71400000E-003	1.73600000E-003	1.75250000E-003	1.76650000E-003	1.79000000E-003	6.10000000E-001
-5.77440000E-006	1.76850000E-003	1.79200000E-003	1.80750000E-003	1.82250000E-003	1.84600000E-003	6.20000000E-001
-6.06380000E-006	1.82400000E-003	1.84800000E-003	1.86400000E-003	1.87950000E-003	1.90300000E-003	6.30000000E-001
-5.62940000E-006	1.88150000E-003	1.90500000E-003	1.92150000E-003	1.93650000E-003	1.96050000E-003	6.40000000E-001
-6.19140000E-006	1.93850000E-003	1.96300000E-003	1.98010000E-003	1.99600000E-003	2.02300000E-003	6.50000000E-001
-6.34250000E-006	1.99810000E-003	2.02300000E-003	2.03960000E-003	2.05500000E-003	2.07950000E-003	6.60000000E-001
-6.34600000E-006	2.05650000E-003	2.08200000E-003	2.10000000E-003	2.11600000E-003	2.14550000E-003	6.70000000E-001
-6.15300000E-006	2.11600000E-003	2.14260000E-003	2.16010000E-003	2.17600000E-003	2.20700000E-003	6.80000000E-001
-6.27500000E-006	2.17700000E-003	2.20350000E-003	2.22210000E-003	2.23900000E-003	2.26610000E-003	6.90000000E-001
-6.54440000E-006	2.24010000E-003	2.26650000E-003	2.28550000E-003	2.30250000E-003	2.32950000E-003	7.00000000E-001

TEST RESULTS:  IV  12/06/2023  01:07:32


